CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
IABGW,Alpen Siding,Undetermined,,Locality,Populated Place,UNP,0c82c34f849c20c3d7acd16f66bfa3e6,54.4263889,-112.9555556,4-63-20-W4,Alberta,250000,1945-12-08,Alberta Culture and Tourism
IABGX,Alpha Lake,Undetermined,,Lake,Water Feature,LAKE,0c82c416849c20c3c1b2703901eaab1e,53.7727778,-115.2538889,"21,26-55-9-W5",Alberta,50000,1959-07-02,Alberta Culture and Tourism
IABGZ,Alpland Creek,Undetermined,,Creek,Water Feature,RIV,0c82c49e849c20c358efe570a81e2a5c,51.8283333,-116.8936111,33-21-W4,Alberta,50000,1957-05-02,Alberta Culture and Tourism
IABGY,Alpland Creek,Undetermined,,Creek,Water Feature,RIV,0c82c3d3849c20c3903f25837c4febcc,52.8975000,-117.5216667,45-25-W5,Alberta,250000,1947-06-03,Alberta Culture and Tourism
IABHA,Alsike,Undetermined,,Locality,Populated Place,UNP,0c82c45a849c20c35258c44698ce7afe,53.1916667,-114.4638889,36-48-4-W5,Alberta,250000,1950-07-06,Alberta Culture and Tourism
IABHB,Altadore,Undetermined,,Urban Community,Populated Place,UNP,4d6e7666bbe111d892e2080020a0f4c9,51.0166670,-114.1000000,Calgary,Alberta,50000,,Alberta Culture and Tourism
IABHC,Altario,Undetermined,,Hamlet,Populated Place,UNP,0c82c4e0849c20c3e6fd71c790cf3db5,51.9186111,-110.1622222,13-34-2-W4,Alberta,1000000,1951-11-01,Alberta Culture and Tourism
IABHE,Altrude Creek,Undetermined,,Creek,Water Feature,RIV,0cff718f849c20c3198db7917fb5dc6c,51.2575000,-115.9352778,26-14-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IABHF,Altrude Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c82c563849c20c37df1150ab2813c8e,51.2305556,-116.0475000,26-15-W5,Alberta,50000,1952-04-03,Alberta Culture and Tourism
IABHG,Alvena Lake,Undetermined,,Lake,Water Feature,LAKE,0c82c522849c20c30200f7d6b39f69e2,52.6783333,-110.1950000,2-43-2-W4,Alberta,250000,1951-04-05,Alberta Culture and Tourism
IABHH,Amadou Lake,Undetermined,,Lake,Water Feature,LAKE,0c82c5a4849c20c35ea8cd6ff0992cce,55.3711111,-112.9066667,"31,32-73-19-W4",Alberta,250000,1955-07-07,Alberta Culture and Tourism
IABHJ,Amber Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c82c5ec849c20c38350cbea82d883ce,52.8116667,-117.9052778,44-27-W5,Alberta,50000,1947-06-03,Alberta Culture and Tourism
IAEDA,Amber River,Undetermined,,River,Water Feature,RIV,0c841d30849c20c3c9f4fbb22b474ff2,58.8500000,-118.9150000,113-6-W6,Alberta,1000000,1944-11-06,Alberta Culture and Tourism
IAUCC,Amber River 211,Undetermined,,Indian Reserve,Administrative Area,IR,042603eebbe311d892e2080020a0f4c9,58.8922222,-118.9461111,16-114-6-W6,Alberta,50000,1972-06-01,Indigenous and Northern Affairs Canada
IABHK,Amber Valley,Undetermined,,Locality,Populated Place,UNP,0cff71d1849c20c349fc6cfceebb7b25,54.7327778,-112.9294444,23-66-20-W4,Alberta,250000,1945-12-08,Alberta Culture and Tourism
IABHL,Ambler Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c82c66d849c20c3dba3edb868b61fb2,53.9302777,-119.2547222,57-9-W6,Alberta,250000,1953-03-05,Alberta Culture and Tourism
IABHM,Amelia,Undetermined,,Locality,Populated Place,UNP,0c82c62d849c20c3b595e147298377f4,53.8913889,-113.0522222,3-57-21-W4,Alberta,250000,1950-05-02,Alberta Culture and Tourism
IABHO,Amesbury,Undetermined,,Locality,Populated Place,UNP,0c82c6af849c20c38392fd6fad07a90e,55.0811111,-112.4972222,26-70-17-W4,Alberta,250000,1945-12-08,Alberta Culture and Tourism
IABHP,Amethyst Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c82c730849c20c39a9cff859f33b1f5,52.7000000,-118.2769444,43-2-W6,Alberta,1000000,1935-03-05,Alberta Culture and Tourism
IABHQ,Amisk,Undetermined,,Village,Populated Place,VILG,7f31b129d05511d892e2080020a0f4c9,52.5655555,-111.0572222,26-41-8-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IABHR,Amisk Creek,Cree,,Creek,Water Feature,RIV,0c82c7b3849c20c346c3acca28045b65,53.3650000,-112.5380556,34-50-18-W4,Alberta,250000,1950-05-02,Alberta Culture and Tourism
IAIYZ,Amisk Lake,Undetermined,,Lake,Water Feature,LAKE,0c8677b2849c20c356707902984c2e49,54.5936111,-112.6330556,"64,65-18-W4",Alberta,250000,1945-12-08,Alberta Culture and Tourism
IABHS,Amisk River,Cree,,River,Water Feature,RIV,0c82c773849c20c34e8ec71d72986cea,54.4644444,-111.7711111,20-63-12-W4,Alberta,1000000,1950-05-04,Alberta Culture and Tourism
IABHT,Ammonite Creek,Undetermined,,Creek,Water Feature,RIV,0c82c7ff849c20c3f4f2feb2cb0c4877,53.0372223,-117.8252778,47-27-W5,Alberta,50000,1961-12-13,Alberta Culture and Tourism
IAEDB,Amundson,Undetermined,,Railway Point,Populated Place,UNP,0cff935f849c20c3e588fd70f4659a06,54.4211111,-118.3861111,4-63-3-W6,Alberta,250000,1969-05-08,Alberta Culture and Tourism
IABSU,Analta,Undetermined,,Locality,Populated Place,UNP,0c8300d3849c20c3516803b4c7ef7b7b,54.3566667,-113.6269444,11-62-25-W4,Alberta,250000,1945-12-08,Alberta Culture and Tourism
IABSV,Anastasia,Undetermined,,Locality,Populated Place,UNP,0c830192849c20c33790db3afc2a9431,50.7233333,-113.0319444,30-20-22-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IABSY,Ancona,Undetermined,,Locality,Populated Place,UNP,0cff76a8849c20c3f4f8ac226e6ca06f,52.4502778,-115.5869444,23-40-12-W5,Alberta,50000,1955-01-20,Alberta Culture and Tourism
IABSZ,Anderson Creek,Undetermined,,Creek,Water Feature,RIV,0c8302fe849c20c3b2b5e5699cacfb6c,53.3119444,-117.2855556,50-23-W5,Alberta,250000,1944-05-30,Alberta Culture and Tourism
IABTA,Anderson Creek,Undetermined,,Creek,Water Feature,RIV,0c8302b2849c20c34b055de0056b4398,52.7683333,-114.3102778,43-2-W5,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IABTB,Anderson Lake,Undetermined,,Lake,Water Feature,LAKE,0c8303b2849c20c3ab5b97252f59aa19,55.3386112,-119.2441667,73-9-W6,Alberta,250000,1951-09-06,Alberta Culture and Tourism
IABTD,Anderson Peak,Undetermined,,Peak,Terrain Feature,MTN,9cff7ff9d05411d892e2080020a0f4c9,49.1344444,-114.0786111,2-1-W5,Alberta,250000,1928-12-31,Alberta Culture and Tourism
IABTE,Andrew,Undetermined,,Village,Populated Place,VILG,68b639c1d05511d892e2080020a0f4c9,53.8783333,-112.3352778,32-56-16-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IABTF,Andrew Lake,Undetermined,,Lake,Water Feature,LAKE,0c830439849c20c3d8ba46e23d69618e,59.8933333,-110.1147222,"125,126-1-W4",Alberta,1000000,1929-06-30,Alberta Culture and Tourism
IABTH,Andy Good Peak,Undetermined,,Peak,Terrain Feature,MTN,59932282ba3411d892e2080020a0f4c9,49.5655556,-114.5886111,7-5-W5,Alberta,250000,1962-12-31,Alberta Culture and Tourism
IABTI,Angel Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,0c830479849c20c354bc94d91730834f,52.6766666,-118.0622222,43-1-W6,Alberta,50000,1935-03-05,Alberta Culture and Tourism
IABTK,Angle Lake,Undetermined,,Lake,Water Feature,LAKE,0c830540849c20c3707307fbf70c3c7f,53.7400000,-110.9680556,55-7-W4,Alberta,250000,1940-05-21,Alberta Culture and Tourism
IABTL,Angle Peak,Undetermined,,Peak,Terrain Feature,MTN,0c830611849c20c395c455595fec12a5,52.6100000,-118.2119444,42-2-W6,Alberta,250000,1935-03-05,Alberta Culture and Tourism
IABTM,Angling Lake,Undetermined,,Lake,Water Feature,LAKE,0c830580849c20c3f6ebe3ed71aa52a9,54.1991667,-110.3280556,60-3-W4,Alberta,1000000,1950-07-06,Alberta Culture and Tourism
IABTQ,Ankerton,Undetermined,,Locality,Populated Place,UNP,0c830652849c20c3706a8766b71d84a7,52.7302778,-112.3300000,25-43-17-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IABTS,Anna Lake,Undetermined,,Lake,Water Feature,LAKE,9d0a7c7ad05411d892e2080020a0f4c9,54.7405556,-115.2316667,66-9-W5,Alberta,250000,1957-10-30,Alberta Culture and Tourism
IABTR,Annabel Lake,Undetermined,,Lake,Water Feature,LAKE,0c8306ba849c20c36fcefb48f0a25234,53.5319445,-116.7208333,34-52-19-W5,Alberta,250000,1978-03-21,Alberta Culture and Tourism
IAIZW,Annette Lake,Undetermined,,Lake,Water Feature,LAKE,0c867aef849c20c3b972e3f171de45eb,52.9016667,-118.0475000,44-1-W6,Alberta,50000,1951-02-07,Alberta Culture and Tourism
IABTX,Ansell,Undetermined,,Locality,Populated Place,UNP,0c8307c9849c20c342ccd6fc2947b019,53.5572222,-116.5255556,12-53-18-W5,Alberta,250000,1957-10-03,Alberta Culture and Tourism
IABTY,Ansell Lake,Undetermined,,Lake,Water Feature,LAKE,0cff770f849c20c36683ac5fb57ad7b2,54.5055556,-113.1019444,64-21-W4,Alberta,250000,1952-08-14,Alberta Culture and Tourism
IABUA,Anselmo,Undetermined,,Locality,Populated Place,UNP,0c830815849c20c3a5221461f311a9bd,53.8900000,-115.3888889,2-57-10-W5,Alberta,250000,1950-06-02,Alberta Culture and Tourism
IABUC,Ante Creek,Undetermined,,Creek,Water Feature,RIV,0c830861849c20c3c5ba4fb9ee0c8b97,54.7688889,-117.6869444,67-25-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IAALC,Antelope Butte,Undetermined,,Butte,Terrain Feature,MTN,0c829ed0849c20c39bec791d2bb095a6,49.7702778,-114.2088889,28-9-2-W5M,Alberta,250000,1982-07-21,Alberta Culture and Tourism
IARAQ,Antelope Hills,Undetermined,,Hills,Terrain Feature,MTN,0c89f9c2849c20c37121252b5031dc98,51.7497222,-111.9283333,"15,16,17,20,21-32-14-W4",Alberta,50000,1986-03-06,Alberta Culture and Tourism
IABUD,Antelope Lake,Undetermined,,Lake,Water Feature,LAKE,0c8308ed849c20c36abf4de98133de42,51.6694444,-111.2491667,"31,32-9-W4",Alberta,250000,1951-11-01,Alberta Culture and Tourism
IABUE,Antelope Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c8308a2849c20c313eeb3f246e58df1,51.2863889,-112.2397222,27-16-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IABUF,Anthony Creek,Undetermined,,Creek,Water Feature,RIV,0cff7750849c20c340a0c0f56b719eca,53.6019444,-118.9438889,53-7-W6,Alberta,50000,1955-02-02,Alberta Culture and Tourism
IABUG,Anthozoan Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c83092f849c20c307020921019e5e44,51.4627778,-116.0275000,"29-15,16-W5",Alberta,50000,1928-12-31,Alberta Culture and Tourism
IABUH,Anthracite,Undetermined,,Locality,Populated Place,UNP,0c8309f9849c20c3253572ee1faadf49,51.1925000,-115.4938889,5-26-11-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IABUI,Antler Creek,Undetermined,,Creek,Water Feature,RIV,0c83096f849c20c36cdfef80f730fda6,53.2122222,-117.3280556,8-49-23-W5,Alberta,250000,1923-02-12,Alberta Culture and Tourism
IABUJ,Antler Hill,Undetermined,,Hill,Terrain Feature,MTN,0c830abb849c20c3c8d0270eb627a6df,52.0630556,-113.8933333,36-28-W4,Alberta,250000,1937-06-01,Alberta Culture and Tourism
IABUK,Antler Lake,Undetermined,,Lake,Water Feature,LAKE,0c830a3c849c20c3d39e80f20f8b8f0e,53.4969444,-112.9694444,52-21-W4,Alberta,250000,1950-05-02,Alberta Culture and Tourism
IASVM,Antler Lake,Undetermined,,Lake,Water Feature,LAKE,0cae1cd6849c20c37cb58552c735ade1,57.5488889,-113.3777778,32-98-21-W4,Alberta,50000,1991-10-03,Alberta Culture and Tourism
IASZX,Antler Lakes,Undetermined,,Lakes,Water Feature,LAKE,986f482cc6cb11d892e2080020a0f4c9,52.7505556,-117.8172222,"15,16-46-25",Alberta,50000,1993-12-10,Alberta Culture and Tourism
IABUL,Antler Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c830b5c849c20c342d44e2d3568b035,52.7588889,-117.8458333,43-27-W5,Alberta,50000,1947-06-03,Alberta Culture and Tourism
IABUM,Antoine Lake,Undetermined,,Lake,Water Feature,LAKE,0cff7810849c20c3eb4f9d9b02592f08,54.7672223,-112.0877778,"66,67-14-W4",Alberta,250000,1945-12-08,Alberta Culture and Tourism
IABUO,Anton Lake,Undetermined,,Locality,Populated Place,UNP,0cff7852849c20c3fc6b47e773eb3501,54.1530556,-113.3888889,4-60-23-W4,Alberta,250000,1952-01-17,Alberta Culture and Tourism
IABUN,Antonio,Undetermined,,Locality,Populated Place,UNP,0c830bb1849c20c32de082c4cb3fc134,49.8211111,-111.7941667,14-10-14-W4,Alberta,50000,1947-03-13,Alberta Culture and Tourism
IABUP,Antross,Undetermined,,Locality,Populated Place,UNP,0c830c3d849c20c3965efaf88617a9d2,53.0766667,-114.5136111,22-47-4-W5,Alberta,50000,1950-07-06,Alberta Culture and Tourism
IABUQ,Anzac,Undetermined,,Hamlet,Populated Place,UNP,0c830bf2849c20c30ef9a204bcee7562,56.4486111,-111.0352778,9-86-7-W4,Alberta,1000000,1944-12-09,Alberta Culture and Tourism
IABUR,Apetowun Creek,Undetermined,,Creek,Water Feature,RIV,0cff78e4849c20c3ee91f5742c4fac7c,53.6436111,-117.2616667,12-54-23-W5,Alberta,250000,1946-09-18,Alberta Culture and Tourism
IABUS,Apex Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c830c7e849c20c3351e96878765ad57,52.2227778,-117.8133333,37-27-W5,Alberta,250000,1935-03-05,Alberta Culture and Tourism
IABUT,Apparition Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c830d21849c20c3224c60808baf1a3a,51.3675000,-115.4583333,28-11-W5,Alberta,250000,1971-03-15,Alberta Culture and Tourism
IATLV,Applewood Park,Undetermined,,Urban Community,Populated Place,UNP,536b34e7bbe111d892e2080020a0f4c9,51.0430560,-113.9250000,Calgary,Alberta,50000,,Alberta Culture and Tourism
IARAR,Appleyard Coulee,Undetermined,,Coulee,Terrain Feature,VALL,0cffe8a8849c20c383b6613303c04e3b,51.4722222,-113.0286111,4-29-22-W4,Alberta,250000,1986-03-06,Alberta Culture and Tourism
IABUU,Aquila Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c830cdf849c20c3386ea6d72e373559,52.7366667,-118.1094444,43-1-W6,Alberta,250000,1935-03-05,Alberta Culture and Tourism
IATLW,Arbour Lake,Undetermined,,Urban Community,Populated Place,UNP,53745ca8bbe111d892e2080020a0f4c9,51.1347220,-114.2027800,,Alberta,50000,,Alberta Culture and Tourism
IABUV,Arcadia,Undetermined,,Locality,Populated Place,UNP,0cff7925849c20c389506d6bd5626dfe,55.4005556,-116.1280556,8-74-14-W5,Alberta,250000,1947-09-04,Alberta Culture and Tourism
IABUW,Arcadia Creek,Undetermined,,Creek,Water Feature,RIV,0c830d61849c20c30d9624844b0d0125,55.4305556,-116.0777778,74-14-W5,Alberta,250000,1947-09-04,Alberta Culture and Tourism
IABUX,Arcand Lake,Undetermined,,Lake,Water Feature,LAKE,0c830e1d849c20c3e787784b2b76a76d,53.1061111,-110.7875000,48-6-W4,Alberta,250000,1955-07-07,Alberta Culture and Tourism
IACIH,Arch Lake,Undetermined,,Lake,Water Feature,LAKE,0c8346df849c20c341b67521d7376ba7,59.8705556,-110.6300000,125-4-W4,Alberta,250000,1929-06-30,Alberta Culture and Tourism
IABUY,Archer Creek,Undetermined,,Creek,Water Feature,RIV,0c830ddd849c20c3f20efc4d3774ecbb,58.0791667,-110.6208333,104-4-W4,Alberta,250000,1954-06-03,Alberta Culture and Tourism
IABUZ,Archer Island,Undetermined,,Island,Terrain Feature,ISL,0c830f26849c20c38e65be42be672eaa,53.6736111,-112.8358333,54-20-W4,Alberta,50000,1957-08-01,Alberta Culture and Tourism
IABVA,Archer Lake,Undetermined,,Lake,Water Feature,LAKE,0c830eaa849c20c3fa06ec56fba84adf,58.1130556,-110.3405556,"105-2,3-W4",Alberta,250000,1954-06-03,Alberta Culture and Tourism
IABVB,Archie Hill,Undetermined,,Hill,Terrain Feature,MTN,0c83100d849c20c3ba33082664820ba6,52.7444445,-111.1019444,43-8-W4,Alberta,50000,1954-09-02,Alberta Culture and Tourism
IABVC,Archie Lake,Undetermined,,Lake,Water Feature,LAKE,0c830fcc849c20c3faea57fe36f10ce1,54.5063889,-113.0788889,64-21-W4,Alberta,250000,1952-08-14,Alberta Culture and Tourism
IABVD,Archie Lake,Undetermined,,Lake,Water Feature,LAKE,0c831053849c20c3fb3a2a2a423a9bc8,54.6877777,-115.0775000,66-8-W5,Alberta,250000,1958-01-16,Alberta Culture and Tourism
IACIJ,Arctomys Creek,Undetermined,,Creek,Water Feature,RIV,0c834763849c20c349ed62c5cebee448,51.9933333,-116.8147222,35-20-W5,Alberta,250000,1924-03-31,Alberta Culture and Tourism
IACIK,Arctomys Peak,Undetermined,,Peak,Terrain Feature,MTN,0c83471f849c20c3297985ecde74c824,51.9333333,-116.9833333,34-22-W5,Alberta,50000,1959-04-03,Alberta Culture and Tourism
IACIL,Arcturus Peak,Undetermined,,Peak,Terrain Feature,MTN,0c8347e4849c20c3bcc469951957b8e0,53.4486111,-118.6600000,51-5-W6,Alberta,250000,1956-08-02,Alberta Culture and Tourism
IATLA,Ardennes Peak,Undetermined,,Peak,Terrain Feature,MTN,0cf4ece7849c20c34a60d009a270b3d8,52.0413889,-116.3588889,35-17-W5,Alberta,50000,1997-09-09,Alberta Culture and Tourism
IACIM,Ardenode,Undetermined,,Locality,Populated Place,UNP,0c8347a4849c20c311e803d62b4bf525,51.1444444,-113.4236111,21-25-25-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IADNH,Ardens Slough,Undetermined,,Slough,Water Feature,LAKE,0c83cf3b849c20c352344626da97faa7,58.8963889,-111.4658333,114-9-W4,Alberta,250000,1968-04-02,Alberta Culture and Tourism
IACIN,Ardenville,Undetermined,,Locality,Populated Place,UNP,0c834877849c20c3902e8b1104b4a607,49.5450000,-113.4586111,10-7-26-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IACIO,Ardley,Undetermined,,Locality,Populated Place,UNP,0c834836849c20c3d1bd14a1611e87be,52.2613889,-113.2275000,16-38-23-W4,Alberta,250000,1951-01-17,Alberta Culture and Tourism
IACIP,Ardmore,Undetermined,,Hamlet,Populated Place,UNP,0cff8026849c20c3c59c83ea6844533b,54.3319444,-110.4827778,1-62-4-W4,Alberta,1000000,1950-07-06,Alberta Culture and Tourism
IACIQ,Ardrossan,Undetermined,,Hamlet,Populated Place,UNP,0c8348b7849c20c3cad26cf989d38956,53.5522222,-113.1438889,2-53-22-W4,Alberta,250000,1958-12-31,Alberta Culture and Tourism
IACIS,Argentia Beach,Undetermined,,Summer Village,Populated Place,VILG,820d8028d05511d892e2080020a0f4c9,53.0536111,-114.0163889,"13,14-47-1-W5",Alberta,50000,1967-01-01,Alberta Culture and Tourism
IATQU,Argyll,Undetermined,,Urban Community,Populated Place,UNP,57d1e9e6bbe111d892e2080020a0f4c9,53.5027780,-113.4597200,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IACIV,Aries Peak,Undetermined,,Peak,Terrain Feature,MTN,59b41803ba3411d892e2080020a0f4c9,51.7872222,-116.6447222,32-19-W5,Alberta,50000,1924-03-31,Alberta Culture and Tourism
IACJA,Arm Lake,Undetermined,,Lake,Water Feature,LAKE,0c834afe849c20c382429e346ee95301,52.7463889,-110.5994444,36-43-5-W4,Alberta,250000,1951-04-05,Alberta Culture and Tourism
IACIW,Armada,Undetermined,,Locality,Populated Place,UNP,0c834975849c20c3dac90db5ae18925b,50.4138889,-112.7536111,12-17-21-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IACIY,Armena,Undetermined,,Locality,Populated Place,UNP,0c834abc849c20c3fcc1555f05bd017e,53.1225000,-112.9488889,12-48-21-W4,Alberta,250000,1950-05-02,Alberta Culture and Tourism
IATBL,Armitage's Lake,Undetermined,,Lake,Water Feature,LAKE,0cb1a086849c20c310c713744516b7e5,51.2833333,-110.4116667,"6,7-27-3-W4",Alberta,250000,1992-01-22,Alberta Culture and Tourism
IAQNA,Armstrong Hill,Undetermined,,Hill,Terrain Feature,MTN,9bdfb715c6cb11d892e2080020a0f4c9,52.8250000,-111.0925000,"27,28-44-8-W4",Alberta,50000,1981-08-10,Alberta Culture and Tourism
IACJB,Armstrong Industrial,Undetermined,,Urban Community,Populated Place,UNP,4dd1a411bbe111d892e2080020a0f4c9,53.5666670,-113.6166700,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IADNI,Armstrong Lake,Undetermined,,Lake,Water Feature,LAKE,0c83cfc0849c20c3bf4cb6af7a97a201,54.3894444,-113.6438889,62-25-W4,Alberta,250000,1945-12-08,Alberta Culture and Tourism
IAQNB,Armstrong Spring,Undetermined,,Spring,Water Feature,SPRG,9be9a226c6cb11d892e2080020a0f4c9,52.8236111,-111.0583333,26-44-8-W4,Alberta,50000,1981-08-10,Alberta Culture and Tourism
IACJD,Arnault Lake,Undetermined,,Lake,Water Feature,LAKE,0c834b8c849c20c3c6a3afa03b2509da,53.7050000,-114.7361111,"31-54-5,6-W5",Alberta,250000,1950-04-06,Alberta Culture and Tourism
IACJE,Arneson,Undetermined,,Locality,Populated Place,UNP,0c834b4b849c20c3e40b3138c5194d9e,51.1866667,-110.0750000,4-26-1-W4,Alberta,50000,1951-11-01,Alberta Culture and Tourism
IADNJ,Arnica Lake,Undetermined,,Lake,Water Feature,LAKE,0c83cf7f849c20c3a9c6b3be2f576a8d,51.2213889,-115.9969444,26-15-W5,Alberta,50000,1959-05-07,Alberta Culture and Tourism
IACJF,Arris Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c834bfa849c20c34c463356ee9546c2,52.7805556,-118.2583333,44-2-W6,Alberta,250000,1951-02-07,Alberta Culture and Tourism
IACJH,Arrowhead Lake,Undetermined,,Lake,Water Feature,LAKE,0c834c3c849c20c3357f3e1ec445769b,52.6358334,-118.2297222,42-2-W6,Alberta,50000,1935-03-05,Alberta Culture and Tourism
IACJG,Arrowhead Lake,Undetermined,,Lake,Water Feature,LAKE,0cff8067849c20c33b80305035da7b0d,59.6855556,-113.6294444,123-22-W4,Alberta,1000000,1955-06-02,Alberta Culture and Tourism
IADNK,Arrowsmith Coulee,Undetermined,,Coulee,Terrain Feature,VALL,0c83d043849c20c374de051d478a8294,49.9355556,-112.5091667,27-11-19-W4,Alberta,50000,1967-01-05,Alberta Culture and Tourism
IACJI,Arrowwood,Undetermined,,Village,Populated Place,VILG,68d8b5e4d05511d892e2080020a0f4c9,50.7394444,-113.1483332,32-20-23-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IACJK,Arthur Lake,Undetermined,,Lake,Water Feature,LAKE,0c834c7d849c20c388142a570a4b7875,53.7647222,-114.6488889,22-55-5-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IACJL,Arthur Lake,Undetermined,,Lake,Water Feature,LAKE,0c834cdc849c20c368849c9f53016301,54.5316666,-113.1533333,64-21-W4,Alberta,250000,1952-08-14,Alberta Culture and Tourism
IACJN,Arty Hill,Undetermined,,Hill,Terrain Feature,MTN,0c834d97849c20c34af235c74a1ef574,52.7558333,-111.0933333,44-8-W4,Alberta,250000,1954-09-02,Alberta Culture and Tourism
IACJO,Arvilla,Undetermined,,Locality,Populated Place,UNP,0c834d55849c20c3764b3c8c71af726d,53.9916666,-114.0025000,12-58-1-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IACIR,Arête Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c834912849c20c37ea36f49b3788147,52.4747222,-116.9458333,40-21-W5,Alberta,250000,1956-08-02,Alberta Culture and Tourism
IACJR,Ashburner Creek,Undetermined,,Creek,Water Feature,RIV,0c834f40849c20c3f5118c3b22a96223,52.7511111,-116.5352778,43-18-W5,Alberta,50000,1939-12-12,Alberta Culture and Tourism
